loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,dtir1
cf,Joint,nopre,type2,p1,l1,nopc,b/c,516500,4.25,0.9079,0.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,5640.0,CRIF,536.0,EXP,35-44,not_inst,97.8219697,south,direct,55.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,456500,,,,360.0,not_neg,not_int,lpsm,758000.0,sb,ir,home,1U,8100.0,CIB,523.0,EXP,55-64,to_inst,60.22427441,North,direct,60.0
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,746500,4.375,0.1678,0.0,360.0,not_neg,not_int,not_lpsm,1038000.0,sb,pr,home,1U,9420.0,EXP,550.0,EXP,35-44,not_inst,71.91714836,North,direct,36.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,726500,,,,360.0,neg_amm,not_int,not_lpsm,1228000.0,sb,pr,home,1U,11760.0,CIB,698.0,EXP,35-44,not_inst,59.16123779,south,direct,52.0
cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,216500,3.625,0.1019,0.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,,EXP,771.0,EXP,35-44,to_inst,94.95614035,south,direct,
cf,Female,pre,type1,p4,l1,nopc,nob/c,116500,3.875,1.0046,3497.0,240.0,not_neg,not_int,not_lpsm,148000.0,sb,pr,home,1U,2520.0,EXP,650.0,EXP,65-74,to_inst,78.71621622,North,direct,20.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,686500,4.0,-0.0353,4990.0,360.0,not_neg,not_int,not_lpsm,918000.0,sb,pr,home,1U,14820.0,CRIF,750.0,EXP,55-64,not_inst,74.78213508,North,direct,46.0
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,76500,5.125,1.3922,2590.87,360.0,not_neg,not_int,not_lpsm,108000.0,sb,pr,home,1U,1800.0,EXP,890.0,CIB,>74,to_inst,70.83333333,south,direct,20.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,376500,4.0,0.7367,1491.77,360.0,not_neg,not_int,not_lpsm,398000.0,sb,pr,home,1U,5160.0,CRIF,768.0,EXP,25-34,not_inst,94.59798995,North,direct,42.0
,Male,nopre,type1,p4,l1,nopc,nob/c,586500,4.56,0.5046,449.68,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,11040.0,CRIF,689.0,CIB,45-54,not_inst,68.35664336,North,direct,23.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,236500,4.99,1.052,6704.8,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,3540.0,EXP,854.0,EXP,55-64,not_inst,79.36241611,central,direct,46.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,386500,3.75,0.1522,0.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6480.0,CRIF,826.0,CIB,25-34,not_inst,92.46411483,North,direct,43.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,3.375,0.2656,1149.74,240.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,3180.0,EXP,679.0,CIB,25-34,not_inst,62.86764706,south,direct,41.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,3.69,0.1372,4176.0,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,3900.0,CIB,634.0,CIB,45-54,not_inst,57.68156425,North,direct,29.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,176500,3.125,0.5211,4907.66,180.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,4020.0,CIB,758.0,CIB,55-64,to_inst,49.30167598,south,direct,30.0
ncf,Sex Not Available,nopre,type1,p3,l2,opc,nob/c,506500,6.24,1.092,,360.0,not_neg,int_only,not_lpsm,1458000.0,sb,pr,home,1U,8700.0,CIB,799.0,CIB,>74,to_inst,34.739369,south,direct,46.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,686500,3.75,-0.0978,0.0,360.0,not_neg,not_int,not_lpsm,1358000.0,sb,pr,home,1U,31140.0,CIB,557.0,CIB,45-54,not_inst,50.55228277,North,direct,13.0
cf,Female,nopre,type1,p4,l2,nopc,nob/c,376500,4.25,-0.138,0.0,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,5400.0,CIB,664.0,CIB,55-64,not_inst,59.01253918,south,direct,37.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,3.25,0.1574,2665.0,180.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,6240.0,CIB,673.0,CIB,35-44,to_inst,68.54066986,North,direct,46.0
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,186500,4.125,1.0564,0.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,,EXP,504.0,EXP,45-54,to_inst,78.36134454,south,direct,
cf,Male,nopre,type3,p3,l1,nopc,nob/c,216500,,,,360.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,4620.0,CIB,848.0,EXP,>74,to_inst,72.65100671,North,direct,49.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,6240.0,CIB,688.0,CIB,45-54,to_inst,57.68156425,North,direct,30.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,266500,,,,360.0,not_neg,not_int,not_lpsm,328000.0,sb,ir,home,1U,8640.0,CRIF,535.0,EXP,55-64,not_inst,81.25,North,direct,48.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,436500,3.75,0.1502,,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,9720.0,EXP,662.0,EXP,35-44,to_inst,76.84859155,south,direct,37.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,576500,4.0,-0.0603,0.0,360.0,not_neg,not_int,not_lpsm,698000.0,sb,pr,home,1U,7500.0,EXP,814.0,EXP,25-34,not_inst,82.59312321,south,direct,41.0
cf,Sex Not Available,pre,type1,p1,l1,nopc,nob/c,136500,5.25,1.372,3488.44,360.0,not_neg,not_int,not_lpsm,178000.0,sb,ir,home,1U,4020.0,CIB,699.0,EXP,45-54,to_inst,76.68539326,North,direct,47.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,246500,,,,360.0,neg_amm,not_int,not_lpsm,338000.0,sb,pr,home,1U,6300.0,CRIF,619.0,CIB,65-74,not_inst,72.92899408,North,direct,52.0
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,476500,3.49,-0.2531,0.0,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,,CIB,699.0,EXP,55-64,to_inst,99.68619247,North,direct,
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,136500,4.5,1.0319,1468.13,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,1980.0,CIB,792.0,CIB,55-64,to_inst,86.39240506,south,direct,39.0
cf,Joint,pre,type1,p3,l1,nopc,nob/c,386500,4.99,1.4574,10465.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,5100.0,EXP,712.0,EXP,55-64,to_inst,79.20081967,North,direct,42.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,126500,4.5,1.0576,3770.0,300.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2760.0,EXP,548.0,CIB,35-44,to_inst,67.28723404,south,direct,24.0
cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,226500,3.5,-0.1157,0.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3060.0,EXP,658.0,CIB,55-64,to_inst,99.34210526,south,direct,53.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,346500,3.99,0.3201,4668.38,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,5580.0,CIB,776.0,EXP,55-64,to_inst,56.99013158,North,direct,31.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,406500,4.5,0.23,0.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,4620.0,EXP,627.0,CIB,35-44,not_inst,72.84946237,North,direct,44.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,206500,3.99,1.0965,4027.5,180.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,8280.0,CIB,681.0,EXP,35-44,to_inst,67.04545455,North,direct,22.0
cf,Male,nopre,type2,p4,l1,nopc,b/c,286500,3.125,0.1739,0.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,,CRIF,534.0,CIB,65-74,not_inst,70.22058824,North,direct,
ncf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,4.875,0.976,,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,9900.0,EXP,520.0,EXP,45-54,to_inst,56.46551724,south,direct,28.0
cf,Male,nopre,type1,p2,l1,nopc,nob/c,126500,,,,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,4560.0,CRIF,753.0,CIB,45-54,to_inst,24.9015748,south,direct,41.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,416500,3.75,0.3135,7734.38,360.0,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1U,8040.0,CIB,674.0,EXP,55-64,to_inst,41.31944444,North,direct,29.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,406500,3.625,0.0696,1293.48,360.0,not_neg,not_int,not_lpsm,518000.0,sb,pr,home,1U,6180.0,CRIF,579.0,CIB,45-54,not_inst,78.47490347,North,direct,44.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,3.99,0.4985,4131.92,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,1680.0,CRIF,807.0,CIB,65-74,to_inst,43.92361111,North,direct,32.0
cf,Male,nopre,type1,p4,l2,nopc,nob/c,556500,,,,180.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,12420.0,EQUI,798.0,EXP,55-64,to_inst,,North,direct,
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,546500,3.5,-0.0322,0.0,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,9120.0,CIB,522.0,EXP,25-34,not_inst,85.65830721,south,direct,27.0
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,826500,4.25,0.1197,3242.01,360.0,not_neg,not_int,not_lpsm,1318000.0,sb,pr,home,1U,27420.0,CRIF,662.0,EXP,35-44,not_inst,62.70864947,North,direct,30.0
cf,Joint,nopre,type2,p1,l1,nopc,b/c,376500,4.375,0.955,1082.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,7320.0,EXP,624.0,EXP,35-44,not_inst,97.03608247,North,direct,44.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,216500,3.99,0.4382,5472.48,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,2160.0,EXP,884.0,EXP,65-74,to_inst,58.83152174,south,direct,44.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,3.75,-0.1669,6247.63,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,3120.0,EXP,653.0,CIB,35-44,to_inst,62.30314961,south,direct,44.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,4.875,0.7578,5396.25,360.0,neg_amm,not_int,not_lpsm,258000.0,sb,pr,home,1U,5940.0,EXP,873.0,CIB,35-44,to_inst,64.53488372,south,direct,24.0
cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,66500,,,,360.0,neg_amm,not_int,not_lpsm,68000.0,sb,pr,home,1U,4200.0,CRIF,629.0,EXP,45-54,to_inst,97.79411765,south,direct,38.0
cf,Male,nopre,type3,p4,l1,nopc,nob/c,296500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,,EQUI,755.0,EXP,65-74,to_inst,,central,direct,
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,286500,4.75,1.0956,4400.0,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,6420.0,EXP,506.0,EXP,45-54,to_inst,77.85326087,North,direct,22.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,476500,3.99,0.3867,4784.38,360.0,not_neg,not_int,not_lpsm,948000.0,sb,pr,home,1U,5220.0,CRIF,651.0,CIB,45-54,to_inst,50.26371308,North,direct,45.0
ncf,Male,pre,type3,p3,l1,nopc,nob/c,616500,3.25,-0.501,2495.0,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,13920.0,EXP,798.0,CIB,45-54,not_inst,79.24164524,North,direct,29.0
cf,Male,pre,type1,p4,l1,nopc,nob/c,426500,,,,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,6300.0,EXP,734.0,CIB,35-44,to_inst,89.22594142,North,direct,45.0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,286500,3.375,0.2492,0.0,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,8820.0,CRIF,740.0,EXP,35-44,to_inst,87.34756098,south,direct,45.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,446500,3.5,-0.1441,0.0,360.0,not_neg,not_int,not_lpsm,758000.0,sb,pr,home,1U,10200.0,EXP,817.0,EXP,55-64,not_inst,58.90501319,North,direct,26.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,226500,3.5,0.4648,3846.75,180.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,4140.0,EXP,852.0,CIB,65-74,to_inst,65.0862069,south,direct,37.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,716500,3.875,-0.184,4017.2,360.0,not_neg,not_int,not_lpsm,1858000.0,sb,pr,home,1U,18480.0,EXP,646.0,EXP,45-54,not_inst,38.56297094,south,direct,18.0
cf,Joint,pre,type1,p3,l1,nopc,nob/c,486500,4.375,0.621,880.0,180.0,not_neg,not_int,not_lpsm,1118000.0,sb,ir,home,1U,16860.0,CRIF,601.0,EXP,45-54,not_inst,43.51520572,south,direct,44.0
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,136500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3240.0,EQUI,666.0,EXP,45-54,to_inst,,south,direct,
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,306500,3.75,0.1979,0.0,348.0,not_neg,not_int,not_lpsm,358000.0,sb,pr,home,1U,3960.0,CRIF,716.0,EXP,25-34,not_inst,85.61452514,North,direct,42.0
cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,156500,4.25,1.2417,295.0,180.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,3480.0,CRIF,507.0,CIB,35-44,to_inst,60.65891473,south,direct,37.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,176500,4.5,0.379,5106.0,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,10440.0,CRIF,649.0,EXP,65-74,to_inst,77.4122807,North,direct,37.0
cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,246500,3.875,0.429,6952.51,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3780.0,EXP,500.0,CIB,65-74,not_inst,72.92899408,south,direct,54.0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,3960.0,CIB,629.0,EXP,65-74,to_inst,77.05223881,North,direct,34.0
cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,206500,4.75,0.5492,4861.5,360.0,not_neg,not_int,not_lpsm,578000.0,sb,ir,home,1U,2940.0,CRIF,867.0,CIB,65-74,to_inst,35.7266436,south,direct,30.0
cf,Joint,nopre,type2,p3,l1,nopc,b/c,226500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2460.0,EQUI,791.0,EXP,55-64,not_inst,,North,direct,
cf,Male,nopre,type3,p4,l1,nopc,nob/c,416500,3.125,-0.5357,1043.26,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,,EXP,693.0,CIB,65-74,to_inst,73.32746479,North,direct,
cf,Joint,pre,type1,p1,l1,nopc,nob/c,586500,4.5,0.1229,1264.74,360.0,not_neg,not_int,not_lpsm,908000.0,sb,ir,home,1U,25920.0,CIB,696.0,EXP,35-44,not_inst,64.59251101,south,direct,37.0
cf,Sex Not Available,pre,type2,p3,l1,nopc,b/c,296500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,3120.0,EQUI,725.0,EXP,45-54,to_inst,,south,direct,
cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,4.99,0.5866,1150.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,11280.0,CRIF,582.0,CIB,35-44,to_inst,78.72168285,south,direct,32.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,416500,3.99,0.2754,11592.5,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,12780.0,EXP,532.0,CIB,55-64,to_inst,83.63453815,south,direct,37.0
cf,Joint,nopre,type2,p1,l1,nopc,b/c,606500,4.125,1.2513,0.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,8580.0,EXP,897.0,EXP,25-34,not_inst,98.13915858,North,direct,49.0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,236500,3.75,0.6966,2999.0,240.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,9360.0,CIB,605.0,EXP,35-44,to_inst,74.37106918,south,direct,20.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,486500,4.99,0.5647,1695.25,360.0,neg_amm,not_int,not_lpsm,708000.0,sb,pr,home,1U,10560.0,CIB,512.0,CIB,55-64,to_inst,68.71468927,south,direct,37.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,566500,4.56,1.028,1486.2,360.0,not_neg,not_int,not_lpsm,858000.0,sb,pr,home,1U,9120.0,CIB,874.0,EXP,45-54,not_inst,66.02564103,south,direct,38.0
ncf,Joint,pre,type1,p1,l1,nopc,nob/c,146500,5.375,1.3589,1103.25,324.0,neg_amm,not_int,not_lpsm,148000.0,sb,pr,home,1U,4260.0,CIB,512.0,EXP,45-54,to_inst,98.98648649,North,direct,37.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,146500,3.3,-0.1029,628.0,360.0,not_neg,not_int,not_lpsm,778000.0,sb,pr,home,1U,3180.0,CRIF,773.0,CIB,65-74,to_inst,18.83033419,North,direct,28.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,226500,,,,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,4500.0,CRIF,616.0,EXP,55-64,to_inst,39.87676056,North,direct,49.0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,326500,3.625,-0.0456,0.0,360.0,not_neg,not_int,not_lpsm,648000.0,sb,pr,home,1U,7500.0,CIB,820.0,CIB,55-64,not_inst,50.38580247,south,direct,26.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,376500,3.5,-0.2079,2225.46,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,7020.0,CRIF,715.0,CIB,55-64,not_inst,57.21884498,south,direct,21.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,356500,3.875,0.839,6828.64,264.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,13260.0,CIB,667.0,EXP,35-44,to_inst,73.05327869,south,direct,21.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,476500,,,,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,5940.0,CRIF,816.0,CIB,35-44,to_inst,82.43944637,central,direct,40.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,296500,4.125,0.5639,993.08,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,5220.0,CIB,698.0,CIB,45-54,not_inst,72.67156863,North,direct,35.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,356500,4.625,0.1955,1150.0,360.0,not_neg,not_int,not_lpsm,618000.0,sb,pr,home,1U,4680.0,CRIF,553.0,CIB,45-54,to_inst,57.68608414,south,direct,36.0
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,326500,2.875,-0.7095,5559.66,360.0,not_neg,not_int,not_lpsm,348000.0,sb,pr,home,1U,,EXP,514.0,EXP,25-34,to_inst,93.82183908,south,direct,
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,196500,,,,360.0,not_neg,not_int,not_lpsm,258000.0,sb,ir,home,1U,13200.0,CRIF,726.0,CIB,65-74,to_inst,76.1627907,south,direct,39.0
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,426500,2.99,-0.693,1870.67,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,,EXP,662.0,EXP,>74,not_inst,87.39754098,south,direct,
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,536500,,,,360.0,neg_amm,not_int,not_lpsm,418000.0,sb,pr,home,1U,6000.0,CRIF,799.0,EXP,55-64,to_inst,128.3492823,North,direct,43.0
cf,Male,nopre,type2,p1,l1,nopc,b/c,206500,3.75,0.8604,4068.99,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,6780.0,CIB,604.0,CIB,45-54,to_inst,99.27884615,North,direct,28.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,456500,3.75,0.0093,750.0,360.0,not_neg,not_int,not_lpsm,928000.0,sb,pr,home,1U,11340.0,CRIF,570.0,EXP,55-64,to_inst,49.19181034,south,direct,26.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,136500,4.25,0.8603,2464.28,300.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,1740.0,CRIF,895.0,CIB,35-44,to_inst,57.35294118,south,direct,41.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,556500,3.69,-0.0689,583.5,360.0,not_neg,not_int,not_lpsm,658000.0,sb,pr,home,1U,11700.0,EXP,683.0,CIB,45-54,not_inst,84.57446809,North,direct,22.0
ncf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,3.5,0.2188,3501.25,180.0,neg_amm,not_int,not_lpsm,318000.0,sb,pr,home,1U,4140.0,CIB,534.0,CIB,35-44,to_inst,64.93710692,south,direct,44.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,126500,3.625,0.5614,3745.75,180.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,3660.0,CIB,656.0,CIB,65-74,to_inst,42.44966443,North,direct,34.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,676500,3.875,0.1933,180.9,360.0,not_neg,not_int,not_lpsm,838000.0,sb,pr,home,1U,14280.0,CRIF,784.0,EXP,25-34,not_inst,80.72792363,North,direct,36.0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,216500,3.875,0.3415,5254.19,300.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,4860.0,CIB,818.0,CIB,35-44,to_inst,68.08176101,south,direct,47.0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,546500,,,,240.0,not_neg,int_only,not_lpsm,808000.0,sb,pr,home,1U,20580.0,CRIF,501.0,EXP,55-64,not_inst,67.63613861,south,direct,31.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,166500,4.875,0.9571,3093.75,360.0,neg_amm,not_int,not_lpsm,288000.0,sb,pr,home,1U,3960.0,CIB,772.0,CIB,45-54,to_inst,57.8125,south,direct,36.0
cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,146500,4.25,0.9177,3490.66,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,1920.0,CRIF,622.0,CIB,65-74,to_inst,67.20183486,south,direct,42.0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,216500,3.875,-0.134,4440.25,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,1980.0,CIB,621.0,CIB,>74,to_inst,48.32589286,North,direct,48.0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,3.99,0.4438,3000.0,300.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,4260.0,EXP,664.0,CIB,45-54,to_inst,90.57017544,North,direct,26.0
cf,Male,nopre,type3,p1,l1,nopc,nob/c,66500,3.99,0.7174,2080.0,240.0,not_neg,not_int,not_lpsm,68000.0,sb,pr,home,1U,3960.0,EXP,734.0,CIB,65-74,to_inst,97.79411765,south,direct,33.0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,406500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6900.0,EQUI,558.0,EXP,45-54,not_inst,,North,direct,
cf,Joint,pre,type2,p1,l1,nopc,b/c,256500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,10860.0,EQUI,755.0,EXP,55-64,to_inst,,North,direct,
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,366500,3.375,0.4489,5814.5,240.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,8640.0,EXP,544.0,EXP,25-34,to_inst,60.27960526,south,direct,40.0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,416500,4.0,0.2898,1344.68,360.0,not_neg,not_int,not_lpsm,688000.0,sb,ir,home,1U,4980.0,CRIF,566.0,EXP,45-54,not_inst,60.5377907,south,direct,47.0
cf,Female,pre,type3,p1,l1,nopc,nob/c,266500,4.99,0.7449,4259.94,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4740.0,EXP,810.0,CIB,35-44,to_inst,99.44029851,central,direct,53.0
cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,76500,4.75,1.8429,1253.22,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,2340.0,CIB,760.0,CIB,65-74,to_inst,48.41772152,south,direct,25.0
cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,656500,3.85,-0.1425,630.79,360.0,not_neg,not_int,not_lpsm,848000.0,sb,pr,home,1U,10620.0,CRIF,843.0,EXP,65-74,to_inst,77.41745283,south,direct,43.0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,,,,300.0,not_neg,int_only,not_lpsm,,sb,pr,home,1U,3180.0,EQUI,776.0,EXP,35-44,to_inst,,south,direct,
cf,Male,nopre,type3,p4,l1,nopc,nob/c,366500,3.0,-0.749,944.0,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,,EXP,800.0,CIB,25-34,not_inst,96.95767196,North,direct,
cf,Female,nopre,type1,p4,l1,nopc,nob/c,426500,,,,360.0,neg_amm,not_int,not_lpsm,728000.0,sb,ir,home,1U,7140.0,CRIF,745.0,CIB,45-54,not_inst,58.58516484,North,direct,30.0
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,286500,3.99,0.0017,4050.0,324.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,3420.0,CRIF,862.0,EXP,>74,to_inst,47.12171053,North,direct,38.0
ncf,Joint,nopre,type1,p4,l1,nopc,nob/c,766500,3.99,0.272,0.0,360.0,not_neg,not_int,not_lpsm,1008000.0,sb,pr,home,1U,11100.0,CRIF,874.0,EXP,45-54,not_inst,76.04166667,North,direct,40.0
